སྐུ་མ་རྙོངས་པ|a­bhugna­kukṣi­tā
ཡོན་ཏན་ཐམས་ཅད|sarvaguṇa
ལུས་ཀྱི་ལས་ཐམས་ཅད་ཡེ་ཤེས་སྔོན་དུ་འགྲོ་ཞིང་ཡེ་ཤེས་ཀྱི་རྗེས་སུ་འབྲང་བ|sarva­kāya­karma­jñāna­pūrva­gamaṃ jñānānu­pari­varti
ཡིད་ཀྱི་ལས་ཐམས་ཅད་ཡེ་ཤེས་སྔོན་དུ་འགྲོ་ཞིང་ཡེ་ཤེས་ཀྱི་རྗེས་སུ་འབྲང་བ|sarva­manaḥ­karma­jñāna­pūrva­gamaṃ jñānānu­pari­varti
ངག་གི་ལས་ཐམས་ཅད་ཡེ་ཤེས་སྔོན་དུ་འགྲོ་ཞིང་ཡེ་ཤེས་ཀྱི་རྗེས་སུ་འབྲང་བ|sarva­vāk­karma­jñāna­pūrva­gamaṃ jñānānu­pari­varti
བྱ་བ་གྲུབ་པའི་ཡེ་ཤེས|kṛtyānuśṭhāna­jñāna
ཀུན་གཞི|ālaya
ཀུན་གཞི|ālaya
རབ་ཏུ་དབྱུང་བ|pravrājayati
དཔུང་གཉེན|parāyaṇa
བསོད་སྙོམས་ཀྱི་ཟས|piṇḍapāta
ལྷུང་བཟེད|pātra
ལྷུང་བཟེད|paṭa­pātra
ལྷུང་བཟེད|pātra
ལྷུང་བཟེད|paṭa­pātra
ཏ་ར་ནི|taraṇi
གཞོན་ནུ་མ|kumārī
ཨ་ག་རུ|agaru
ཨ་ཀ་རུ|aguru
ཨ་ག་རུ|agaru
སྣང་བ་མ|Ālokakarā
སྣང་བ་མ|Ālokakarā
ལྟ་བྱེད་མ|Ālokinī
ལྟ་བྱེད་མ|Ālokinī
ཕྱིས|eva
གཞན་དུ་འགྱུར་བ|anya­thātva
ཨ་རུ་ར|āmalakī
སྐྱུ་རུ་ར|āmalakī
སྐྱུ་རུ་ར|āmalakī
སྐྱུ་རུ་ར|āmalakī
སྐྱུ་རུ་ར|āmalakī
སྐྱུ་རུ་ར|āmalakī
ཀུ་ར་བ་ཀ|kurabaka
བདུད་རྩི|amṛta
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
སྣང་བ་མཐའ་ཡས|Amitābha
སྣང་བ་མཐའ་ཡས|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མད|Amitābha
འོད་དཔག་མད|Amitābha
འོད་དཔག་ཏུ་མེད་པ|amitābha
འོད་དཔག་ཏུ་མེད་པ|amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
སྣང་བ་མཐའ་ཡས|Amitābha
སྣང་བ་མཐའ་ཡས|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
འོད་དཔག་མེད|Amitābha
རྒྱལ་མསཐན་དཔག་མེད|Amitadhvaja
རྒྱལ་མསཐན་དཔག་མེད|Amitadhvaja
ཕུང་པོ་དཔག་མེད|Amitaskandha
ཕུང་པོ་དཔག་མེད|Amitaskandha
ཚེ་དཔག་མེད|Amitāyus
ཚེ་དཔག་མེད|Amitāyus
ཚེ་དཔག་མེད|Amitāyus
ཚེ་དཔག་མེད|Amitāyus
ཚེ་དཔག་མེད|Amitāyus
ཚེ་དཔག་མེད|Amitāyus
ཚེ་དཔག་མེད|Amitāyus
ཚེ་དཔག་མེད|Amitāyus
ཚེ་དཔག་མེད|Amitāyus
ཚེ་དཔག་མེད|Amitāyus
དོན་ཡོད་མཐོང|Amoghadarśin
དོན་ཡོད་མཐོང|Amoghadarśin
མཐོང་བ་དོན་ཡོད|Amoghadarśin
མཐོང་བ་དོན་ཡོད|Amoghadarśin
མཐོང་ན་དོན་ཡོད|Amoghadarśin; Amogha
མཐོང་ན་དོན་ཡོད|Amoghadarśin; Amogha
མཐོང་བ་དོན་ཡོད|Amoghadarśin
མཐོང་བ་དོན་ཡོད|Amoghadarśin
དོན་ཡོད་རྒྱལ་པོ|Amogharāja
དོན་ཡོད་རྒྱལ་པོ|Amogharāja
དོན་ཡོད་རྒྱལ་པོ|Amogharāja
དོན་ཡོད་རྒྱལ་པོ|Amogharāja
དོན་གྲུབ|Amoghasiddhi
དོན་གྲུབ|Amoghasiddhi
དོན་ཡོད་གྲུབ་པ|Amoghasiddhi
དོན་ཡོད་གྲུབ་པ|Amoghasiddhi
དོན་ཡོད་གྲུབ་པ|Amoghasiddhi
དོན་ཡོད་གྲུབ་པ|Amoghasiddhi
སྒེག་བྱེད|śṛṅgāra
དཔུང་མགོ་ཤིན་ཏུ་ཟླུམ་པོ|su­saṃ­vṛta­skandha­tā
ཨ་མྲ་སྲུང་བ|Āmrapālī
ཨ་མྲ་སྲུང་བ|Āmrapālī
ཨ་མྲས་བསྲུངས་པ|Āmrapālī
ཨ་མྲས་བསྲུངས་པ|Āmrapālī
ཨ་མྲས་བསྲུངས་པའི་ཚལ་ཆེན་པོ|Āmrapālīvana
ཨཱ་མྲས་བསྲུངས་བའི་ཚལ|Āmrapālīvana
བདུད་རྩི|amṛta
བདུད་རྩི|amṛta
བདུད་རྩི|amṛta
བདུད་རྩི|amṛta
བདུད་རྩི|amṛta
བདུད་རྩི|Amṛtabindu
བདུད་རྩི|Amṛtabindu
ཨཱཎཱ|Āṇā
ཨཱཎཱ|Āṇā
ཟིལ་གནོན|Anābhibhū
ཟིལ་གནོན|Anābhibhū
བཀྲེས་ངབ|aṭakkara
ཙན་ད་ལྟར|Anāla
ཙན་ད་ལྟར|Anāla
བརྩོན་འགྲུས་མཐའ་ཡས|Anaṃtavīrya
བརྩོན་འགྲུས་མཐའ་ཡས|Anaṃtavīrya
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ|Ānanda
ཀུན་དགའ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
དགའ་བ|ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
ཀུན་དགའ་བོ|Ānanda
དགའ་བའི་དཔལ|Ānandaśrī
དགའ་བའི་དཔལ|Ānandaśrī
དགའ་བའི་དཔལ|ānandaśrī
དགའ་བའི་དཔལ|ānandaśrī
ཀུན་ཏུ་དགའ་བྱེད|Ānandita
ཀུན་ཏུ་དགའ་བྱེད|Ānandita
མཐའ་ཡས|Anantaka; Ananta
མཐའ་ཡས|Ananta
མཐའ་ཡས|Ananta
མཐའ་ཡས|Ananta
མཐའ་ཡས|Ananta
སྤྱོད་པ་མཐའ་ཡས|Anantacāritra
སྤྱོད་པ་མཐའ་ཡས|Anantacāritra
མཐའ་ཡས་དབྱངས|Anantaghoṣa
མཐའ་ཡས་དབྱངས|Anantaghoṣa
མཐའ་ཡས|Anantaka; Ananta
མཐའ་ཡས|Anantaka; Ananta
མཐའ་ཡས་བློ་གྲོས|Anantamati
མཐའ་ཡས་བློ་གྲོས|Anantamati
བློ་གྲོས་མཐའ་ཡས|Anantamati
བློ་གྲོས་མཐའ་ཡས|Anantamati
མུ་ཁྱུད་མཐའ་ཡས|Anantanemi
མུ་ཁྱུད་མཐའ་ཡས|Anantanemi
མཐའ་ཡས་སྤྱན|Anantanetra
མཐའ་ཡས་སྤྱན|Anantanetra
མཐའ་ཡས་གནོན|Anantavikrāmiṇ
མཐའ་ཡས་གནོན|Anantavikrāmiṇ
ཡོན་ཏན་རིན་ཆེན་མཐའ་ཡས་བཀོད་པ|Ananta­guṇa­ratna­vyūha
ཡོན་ཏན་རིན་ཆེན་མཐའ་ཡས་བཀོད་པ|Ananta­guṇa­ratna­vyūha
ཡེ་ཤེས་བླ་མ་མཐའ་ཡས་པ|Ananta­jñānanottara
ཡེ་ཤེས་བླ་མ་མཐའ་ཡས་པ|Ananta­jñānanottara
དམིགས་པ་མེད་པའི་བསམ་གཏན|Anārambaṇa­dhyāyin
དམིགས་པ་མེད་པའི་བསམ་གཏན|Anārambaṇa­dhyāyin
བཟོད་ལྡན་མ|Anasūyā
བཟོད་ལྡན་མ|Anasūyā
མགོན་མེད་ཟས་སྦྱིན|Anathapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་པ་ལ་ཟས་སྦྱིན་པ|Anāthapiṇḍada
མགོན་མེད་པ་ལ་ཟས་སྦྱིན་པ|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན|Anāthapiṇḍada
མགོན་མེད་ཟས་སྦྱིན་གྱི་ཀུན་དགའ་ར་བ|Anāthapiṇḍadārāma
མ་དྲོས་པ|Anavapta
མ་དྲོས་པ|Anavapta
མཚོ་ཆེན་པོ་མ་དྲོས་པ|Anavatapta
མཚོ་ཆེན་པོ་མ་དྲོས་པ|Anavatapta
མ་དྲོས་པ|Anavatapta
མ་དྲོས་པ|Anavatapta
མ་དྲོས་པ|Anavatapta
མ་དྲོས་པ|Anavatapta
མ་དྲོས|Anavatapta
མ་དྲོས|Anavatapta
འོད་ཟེར་འབར་བ་དུ་མས་འཁོར་བ|Aneka­ratnāṃśu­mālā
འོད་ཟེར་འབར་བ་དུ་མས་འཁོར་བ|Aneka­ratnāṃśu­mālā
ཨང་ག|Aṅga
ཨང་ག|Aṅga
ཨང་གའི་རྒྱལ་པོ|Aṅgarāja
ཁྲོ་བ|krodha
ཙཎྜེ་མཧཱ་ཀྲོ་དྷ|Caṇḍa­mahā­krodha
ཞལ་ལ་ཁྲོ་གཉེར་གྱི་རིམ་པ་མེད་པ|a­pari­mlāna­salāṭa­tā
ཤེས་ལྡན|Aṅgiras
ཤེས་ལྡན|Aṅgiras
ཨང་གི་ར|Aṅgiras; Aṅgirasā; Aṅgirasa
ཨང་གི་ར|Aṅgiras; Aṅgirasā; Aṅgirasa
བརྩོན་པ་མི་འདོར་བ|Anikṣiptadhura
བརྩོན་པ་མི་འདོར་བ|Anikṣiptadhura
བརྩོན་པ་མི་གཏོང་བ|Anikṣiptadhura
བརྩོན་པ་མི་གཏོང་བ|Anikṣiptadhura
བརྩོན་པ་མི་གཏོང་བ|Anikṣiptadhura
བརྩོན་པ་མི་གཏོང་བ|Anikṣiptadhura
བརྩོན་པའི་མི་འདོར|Anikṣiptadhura
བརྩོན་པའི་མི་འདོར|Anikṣiptadhura
བརྩོན་པ་མི་གཏོང་བ|Anikṣiptadhura
བརྩོན་པ་མི་གཏོང་བ|Anikṣiptadhura
དུད་འགྲོ|tīryag
སྲིན་བུ|krimi
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགག་པ|Aniruddha
འགགས་པ་མེད་པ|Aniruddha
མ་འགག་པ|Aniruddha
འགགས་པ་མེད་པ|Aniruddha
མ་འགགས་པ|Aniruddha
མ་འགགས་པ|Aniruddha
ཕྱིར་མི་ལྡོག་པ|Anivartin
ཕྱིར་མི་ལྡོག་པ|Anivartin
ལོང་བུ་རྣམས་མི་མངོན་པ|gūḍha­gulpha­tā
ཟས་དང་གོས་སྦྱིན་མ|Annapānadā
ཟས་དང་གོས་སྦྱིན་མ|Annapānadā
འཚིག་པ|pradāśa
བདུད|Antaka
བདུད|Antaka
ས་བླའི་ལྷ|antarīkṣa­deva
ས་བླའི་ལྷ|antarīkṣa­deva
ལྷ་མ་ཡིན|asura
རྗེས་སུ་དཔག་པ|Anumaineya
རྗེས་སུ་དཔག་པ|Anumaineya
དཔེ་མེད་བློ་གྲོས|Anupamamati
དཔེ་མེད་བློ་གྲོས|Anupamamati
དཔེ་མེད་བློ་གྲོས|Anupamamati
དཔེ་མེད་བློ་གྲོས|Anupamamati
ཉེ་བར་ཞི་བ|Anupaśānta
ཉེ་བར་ཞི་བ|Anupaśānta
ལྷ་མཚམས|Anurādhā
ལྷ་མཚམས|Anurādhā
རྗེས་སུ་ཆགས་མ|Anurāginī
རྗེས་སུ་ཆགས་མ|Anurāginī
སྤྲིན་མེད|An­abhraka
མི་ཆེ་བ|An­abhraka
སྤྲིན་མེད|An­abhraka
མི་ཆེ་བ|An­abhraka
མ་བསྙལ་བའི་རྒྱལ་མཚན|An­avanāmita­vaijayantī
མ་བསྙལ་བའི་རྒྱལ་མཚན|An­avanāmita­vaijayantī
མ་བསྙལ་རྒྱལ་མཚན་རྒྱལ་བའི་བ་དན|An­avana­tā Dhvaja­vaijayantī
མ་བསྙལ་རྒྱལ་མཚན་རྒྱལ་བའི་བ་དན|An­avana­tā Dhvaja­vaijayantī
དམིགས་པ་མེད་པ་ཡིད་ལ་བྱེད་པ|An­upalambha­manasi­kāra
དམིགས་པ་མེད་པ་ཡིད་ལ་བྱེད་པ|An­upalambha­manasi­kāra
བློ་གྲོས་དཔེ་མེད|An­upama­cintin
བློ་གྲོས་དཔེ་མེད|An­upama­cintin
སོག་མེད|Apalāla
སོག་མེད|Apalāla
ཨ་པ་མརྒ|apāmārga
ཨ་པ་མརྒ|apāmārga
ཨ་པ་མརྒ|apāmārga
ཐུར་སེལ|apāna
ཐུར་སེལ|apāna
བ་ལང་སྤྱོད|Aparagodānīya
བ་ལང་སྤྱོད|Aparagodānīya
ཨ་པ་ར་ཛི|aparājitā
གཞན་གྱིས་མི་ཐུབ་པ|Aparājita
གཞན་གྱིས་མི་ཐུབ་པ|Aparājita
ཉི་འོག་གི་གོས|aparāntaka
བ་གླང་སྤྱོད|Apara­godānīya
བ་གླང་སྤྱོད|Apara­godānīya
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|Apasmāra
བརྗེད་བྱེད|Apasmāra
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|apasmāra
བརྗེད་བྱེད|Apasmāra
བརྗེད་བྱེད|Apasmāra
བརྗེད་བྱེད|apasmāraka
བརྗེད་བྱེད|apasmāraka
མངོན་པར་མི་བརྩོན་པ|nir­abhi­yoga
ཆེད་དུ་བརྗོད་པའི་སྡེ|udāna
ཆོས་ཀྱི་མདོ་བཞི|dharmoddāna­catuṣṭaya
འགལ་བ་དང་འགོག་པ་མེད་པ|sarva­nirodha­virodha­saṃpra­śamana
རྣམ་པར་རིག་པ|vijjñapti
ཆོས་ཀྱི་རྗེས་སུ་ལྟ་བའི་དྲན་པ་ཉེ་བར་གཞག་པ|dharmānupaśyī­smṛtyupasthāna
ཚོར་བའི་རྗེས་སུ་ལྟ་བའི་དྲན་པ་ཉེ་བར་གཞག་པ|vedanānupaśyī­smṛtyupa­sthāna
ལུས་ཀྱི་རྗེས་སུ་ལྟ་བའི་དྲན་པ་ཉེ་བར་གཞག་པ|kāyānu­paśyī­smṛtyupa­sthāna
སེམས་ཀྱི་རྗེས་སུ་ལྟ་བའི་དྲན་པ་ཉེ་བར་གཞག་པ|cittānu­paśyīsmṛtyupa­sthāna
ཚོར་བའི་རྗེས་སུ་ལྟ་བའི་དྲན་པ་ཉེ་བར་གཞག་པ|vedanānupaśyī­smṛtyupa­sthāna
ཆོས་ཀྱི་རྗེས་སུ་ལྟ་བའི་དྲན་པ་ཉེ་བར་གཞག་པ|dharmānupaśyī­smṛtyupasthāna
སེམས་ཀྱི་རྗེས་སུ་ལྟ་བའི་དྲན་པ་ཉེ་བར་གཞག་པ|cittānu­paśyīsmṛtyupa­sthāna
